year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2012,7,1,17,121.0,23.0,35.0,996.0,cv,1.79,0.0,0.0
2014,11,9,14,40.0,-7.0,16.0,1023.0,SE,3.13,0.0,0.0
2013,2,11,18,107.0,-12.0,-2.0,1030.0,SE,14.31,0.0,0.0
2012,6,23,4,173.0,20.0,21.0,1002.0,NW,1.79,0.0,0.0
2010,8,5,7,28.0,20.0,24.0,1006.0,NW,19.67,0.0,0.0
2010,2,20,11,184.0,-11.0,5.0,1014.0,SE,3.58,0.0,0.0
2013,3,4,6,7.0,-12.0,0.0,1024.0,cv,0.89,0.0,0.0
2014,10,24,14,294.0,12.0,18.0,1010.0,SE,1.79,0.0,0.0
2014,5,11,20,22.0,10.0,13.0,1001.0,SE,4.92,0.0,3.0
2010,4,11,7,80.0,0.0,5.0,1018.0,SE,85.37,0.0,2.0
2012,4,16,20,56.0,-2.0,17.0,1014.0,SE,34.87,0.0,0.0
2013,9,6,4,72.0,15.0,18.0,1016.0,SE,0.89,0.0,0.0
2012,2,7,20,12.0,-23.0,-6.0,1029.0,NW,83.14,0.0,0.0
2014,6,24,11,50.0,18.0,30.0,1005.0,cv,3.57,0.0,0.0
2013,1,28,18,459.0,-5.0,-2.0,1021.0,SE,9.84,0.0,0.0
2014,2,1,1,181.0,-5.0,2.0,1018.0,cv,0.45,0.0,0.0
2010,12,13,3,8.0,-18.0,-4.0,1028.0,NE,36.21,0.0,0.0
2012,9,5,22,42.0,13.0,18.0,1018.0,SE,42.02,0.0,0.0
2013,4,4,3,61.0,-4.0,8.0,1015.0,SE,76.45,0.0,0.0
2014,8,8,9,83.0,17.0,27.0,1010.0,cv,2.67,0.0,0.0
2012,3,23,6,56.0,1.0,2.0,1015.0,SE,66.6,0.0,0.0
2014,12,12,14,14.0,-21.0,3.0,1026.0,NW,120.24,0.0,0.0
2010,7,10,21,80.0,19.0,22.0,1006.0,SE,17.44,0.0,0.0
2013,11,7,7,15.0,-7.0,1.0,1022.0,NW,0.89,0.0,0.0
2013,7,4,16,17.0,14.0,36.0,991.0,NW,1.79,0.0,0.0
2010,10,3,20,7.0,2.0,19.0,1018.0,NW,269.11,0.0,0.0
2010,6,13,0,13.0,15.0,24.0,1005.0,SE,3.13,0.0,0.0
2013,2,22,4,219.0,-7.0,-3.0,1028.0,NW,11.62,0.0,0.0
2014,1,16,23,346.0,-4.0,-1.0,1031.0,SE,3.58,0.0,0.0
2011,12,11,17,33.0,-10.0,8.0,1025.0,NW,45.6,0.0,0.0
2013,11,5,5,152.0,0.0,7.0,1022.0,SE,1.79,0.0,0.0
2012,1,22,11,21.0,-25.0,-7.0,1036.0,NE,17.88,0.0,0.0
2013,7,6,5,66.0,21.0,24.0,1001.0,SE,1.79,0.0,0.0
2010,10,2,7,51.0,15.0,16.0,1013.0,NW,9.84,0.0,0.0
2010,12,11,19,53.0,-15.0,-3.0,1018.0,SE,47.84,0.0,0.0
2013,2,9,21,428.0,-12.0,-5.0,1026.0,NW,6.71,0.0,0.0
2011,7,29,4,313.0,25.0,26.0,1006.0,cv,0.89,0.0,0.0
2013,9,30,20,164.0,15.0,18.0,1017.0,NE,1.79,0.0,0.0
2014,8,30,13,181.0,21.0,25.0,1014.0,NE,5.37,0.0,0.0
2013,11,4,4,27.0,-2.0,3.0,1029.0,NW,1.79,0.0,0.0
2011,11,18,0,139.0,6.0,6.0,1016.0,NW,1.79,0.0,0.0
2013,12,27,15,15.0,-23.0,1.0,1027.0,NW,428.25,0.0,0.0
2013,12,13,6,51.0,-21.0,-10.0,1027.0,NW,3.58,0.0,0.0
2013,6,8,14,206.0,19.0,21.0,1007.0,SE,7.16,0.0,0.0
2013,11,15,22,116.0,-5.0,4.0,1015.0,SE,1.79,0.0,0.0
2013,6,19,5,86.0,18.0,21.0,1002.0,cv,0.89,0.0,0.0
2013,10,25,22,92.0,0.0,7.0,1025.0,cv,0.89,0.0,0.0
2011,4,14,2,137.0,6.0,13.0,1008.0,NW,3.13,0.0,0.0
2013,1,23,1,439.0,-6.0,-6.0,1023.0,SE,3.58,0.0,0.0
2013,7,29,0,36.0,21.0,27.0,1000.0,SE,1.79,0.0,0.0
2010,7,29,21,276.0,28.0,30.0,997.0,NW,1.79,0.0,3.0
2013,5,4,16,64.0,0.0,25.0,1014.0,SE,36.2,0.0,0.0
2012,4,15,10,84.0,1.0,22.0,1008.0,NE,11.61,0.0,0.0
2010,12,5,10,22.0,-7.0,9.0,1019.0,NE,4.02,0.0,0.0
2011,1,28,13,16.0,-20.0,-2.0,1037.0,NW,32.19,0.0,0.0
2014,5,26,16,27.0,5.0,34.0,994.0,SE,48.73,0.0,0.0
2010,7,28,14,165.0,23.0,36.0,998.0,SE,4.02,0.0,0.0
2014,10,20,11,265.0,13.0,16.0,1018.0,SE,4.92,0.0,0.0
2014,11,23,7,110.0,-1.0,1.0,1026.0,NW,3.13,0.0,0.0
2012,10,24,15,24.0,-5.0,24.0,1010.0,NW,21.01,0.0,0.0
2011,5,2,14,27.0,-9.0,26.0,1010.0,NW,71.08,0.0,0.0
2014,11,2,1,9.0,-10.0,10.0,1022.0,NW,106.39,0.0,0.0
2014,11,30,5,242.0,2.0,3.0,1021.0,NW,9.84,0.0,0.0
2010,10,11,12,4.0,5.0,18.0,1018.0,NW,4.92,0.0,0.0
2014,6,30,1,67.0,19.0,25.0,1006.0,cv,1.78,0.0,0.0
2014,2,25,13,397.0,-4.0,7.0,1025.0,cv,3.56,0.0,0.0
2013,8,28,4,49.0,19.0,22.0,1001.0,SE,52.29,0.0,1.0
2014,9,12,18,54.0,16.0,23.0,1014.0,SE,8.5,0.0,0.0
2012,4,16,18,38.0,-4.0,20.0,1013.0,SE,26.82,0.0,0.0
2011,12,28,9,132.0,-10.0,-3.0,1032.0,cv,0.45,0.0,0.0
2010,3,3,19,187.0,-5.0,3.0,1020.0,SE,1.79,0.0,0.0
2012,12,9,9,15.0,-23.0,-6.0,1029.0,NW,315.12,0.0,0.0
2014,12,10,8,325.0,-5.0,-4.0,1027.0,NW,3.13,0.0,0.0
2011,9,7,2,221.0,20.0,21.0,1006.0,SE,46.06,0.0,0.0
2014,12,13,19,86.0,-17.0,2.0,1027.0,SE,13.41,0.0,0.0
2011,5,9,19,20.0,1.0,23.0,1007.0,NW,21.01,0.0,2.0
2013,12,5,16,13.0,-18.0,8.0,1023.0,SE,1.79,0.0,0.0
2014,12,24,0,13.0,-15.0,2.0,1025.0,cv,0.89,0.0,0.0
2014,11,27,22,37.0,-11.0,6.0,1024.0,cv,0.89,0.0,0.0
2013,8,19,20,27.0,18.0,28.0,1009.0,cv,0.89,0.0,0.0
2012,8,23,7,84.0,14.0,17.0,1016.0,cv,1.78,0.0,0.0
2014,10,21,4,31.0,3.0,12.0,1024.0,SE,19.22,0.0,0.0
2011,4,9,22,80.0,-3.0,20.0,1013.0,NE,8.94,0.0,0.0
2014,7,31,14,163.0,22.0,31.0,1006.0,SE,20.13,0.0,0.0
2010,9,5,14,123.0,20.0,29.0,1010.0,cv,1.79,0.0,0.0
2010,11,5,12,51.0,1.0,18.0,1020.0,cv,0.89,0.0,0.0
2010,5,18,22,41.0,7.0,15.0,1001.0,cv,1.79,0.0,0.0
2010,6,1,18,80.0,14.0,24.0,1012.0,SE,10.28,0.0,0.0
2013,11,6,8,183.0,2.0,5.0,1017.0,NW,4.02,0.0,0.0
2013,1,21,18,98.0,-6.0,-1.0,1029.0,cv,0.45,0.0,0.0
2014,11,24,8,42.0,-9.0,3.0,1028.0,NE,3.13,0.0,0.0
2012,4,19,0,50.0,13.0,14.0,1011.0,NW,1.79,0.0,5.0
2014,9,19,6,106.0,11.0,13.0,1014.0,NE,3.57,0.0,0.0
2010,8,11,13,128.0,23.0,26.0,1005.0,SE,31.75,0.0,2.0
2014,3,23,22,214.0,-1.0,12.0,1020.0,SE,43.35,0.0,0.0
2011,3,31,18,168.0,3.0,19.0,1013.0,cv,0.89,0.0,0.0
2012,9,24,20,72.0,15.0,22.0,1017.0,SE,3.13,0.0,0.0
2013,8,8,8,29.0,20.0,25.0,1000.0,NW,1.79,0.0,0.0
2014,1,31,23,180.0,-4.0,2.0,1019.0,cv,5.79,0.0,0.0
2010,1,28,14,13.0,-25.0,1.0,1026.0,NW,62.58,0.0,0.0
2012,7,14,12,16.0,16.0,29.0,1004.0,NE,3.13,0.0,0.0
2012,5,12,8,141.0,14.0,16.0,1012.0,NW,1.79,0.0,10.0
2014,11,11,15,16.0,-7.0,12.0,1018.0,NW,80.92,0.0,0.0
2010,12,15,8,18.0,-26.0,-12.0,1036.0,NW,191.31,0.0,0.0
2013,11,23,11,153.0,-8.0,9.0,1020.0,NE,3.13,0.0,0.0
2013,3,6,2,220.0,-6.0,2.0,1013.0,NW,6.71,0.0,0.0
2013,8,30,21,36.0,9.0,21.0,1011.0,SE,8.5,0.0,0.0
2013,9,14,19,32.0,6.0,22.0,1009.0,NE,3.58,0.0,0.0
2013,6,25,9,127.0,20.0,22.0,1001.0,cv,1.78,0.0,1.0
2010,6,29,4,215.0,19.0,22.0,1003.0,cv,0.45,0.0,0.0
2014,4,5,12,8.0,-18.0,16.0,1023.0,NW,21.47,0.0,0.0
2010,11,20,16,217.0,0.0,11.0,1009.0,SE,0.89,0.0,0.0
2014,11,24,23,118.0,-4.0,2.0,1026.0,cv,2.67,0.0,0.0
2013,6,6,7,134.0,17.0,18.0,1012.0,SE,8.49,0.0,2.0
2011,7,30,21,57.0,23.0,27.0,1001.0,SE,17.88,0.0,0.0
2011,3,10,9,61.0,-12.0,7.0,1025.0,NE,1.79,0.0,0.0
2013,4,23,13,247.0,8.0,13.0,1010.0,SE,4.02,0.0,1.0
2011,4,17,10,35.0,-4.0,19.0,1011.0,NW,67.04,0.0,0.0
2014,3,8,15,202.0,-8.0,10.0,1019.0,SE,4.92,0.0,0.0
2013,1,7,1,236.0,-16.0,-12.0,1026.0,NW,1.79,0.0,0.0
2014,10,8,0,301.0,11.0,12.0,1020.0,cv,2.23,0.0,0.0
2012,6,20,22,171.0,19.0,26.0,1004.0,SE,31.29,0.0,0.0
2011,6,1,22,33.0,9.0,22.0,1007.0,SE,21.01,0.0,0.0
2011,5,6,1,110.0,4.0,10.0,1004.0,cv,2.67,0.0,0.0
2013,3,22,13,62.0,-7.0,9.0,1018.0,SE,14.75,0.0,0.0
2011,7,2,16,122.0,24.0,28.0,999.0,cv,0.89,0.0,0.0
2014,12,16,21,14.0,-20.0,-5.0,1031.0,NW,307.08,0.0,0.0
2012,1,5,22,189.0,-16.0,-7.0,1030.0,cv,0.89,0.0,0.0
2010,11,25,18,105.0,-11.0,1.0,1023.0,NE,1.79,0.0,0.0
2013,6,14,9,105.0,13.0,26.0,1009.0,SE,40.68,0.0,0.0
2010,4,15,23,225.0,1.0,5.0,1018.0,cv,0.89,0.0,0.0
2012,10,26,10,283.0,11.0,12.0,1020.0,SE,6.71,0.0,1.0
2014,9,16,22,56.0,12.0,19.0,1019.0,SE,9.84,0.0,0.0
2014,3,16,20,159.0,-6.0,12.0,1013.0,SE,31.28,0.0,0.0
2012,3,5,22,180.0,-4.0,-1.0,1012.0,NW,3.13,0.0,0.0
2014,3,15,3,78.0,-12.0,3.0,1011.0,cv,0.89,0.0,0.0
2013,11,2,17,309.0,4.0,10.0,1020.0,SE,14.76,0.0,0.0
2013,7,25,4,18.0,18.0,24.0,1000.0,NW,10.28,0.0,0.0
2012,12,17,8,17.0,-15.0,-3.0,1035.0,NW,41.13,0.0,0.0
2013,12,10,10,41.0,-12.0,0.0,1019.0,cv,0.89,0.0,0.0
2014,5,9,5,75.0,5.0,16.0,1014.0,cv,1.78,0.0,0.0
2012,10,20,21,151.0,8.0,14.0,1021.0,SE,11.63,0.0,0.0
2011,12,14,5,10.0,-16.0,-4.0,1032.0,NW,62.15,0.0,0.0
2010,7,29,20,277.0,28.0,30.0,996.0,SE,3.58,0.0,2.0
2010,5,14,4,112.0,6.0,14.0,1016.0,SE,2.68,0.0,0.0
2013,11,20,4,134.0,-10.0,-3.0,1023.0,NW,9.39,0.0,0.0
2011,9,2,7,83.0,18.0,21.0,1011.0,cv,3.13,0.0,0.0
2010,10,20,6,79.0,7.0,8.0,1028.0,cv,0.89,0.0,0.0
2010,8,3,7,121.0,18.0,23.0,1004.0,NE,3.58,0.0,0.0
2012,4,29,14,166.0,-2.0,21.0,1011.0,SE,7.15,0.0,0.0
2013,6,8,2,138.0,19.0,20.0,1008.0,NW,4.47,0.0,1.0
2010,11,17,16,472.0,-2.0,9.0,1021.0,cv,0.89,0.0,0.0
2012,6,8,19,46.0,14.0,30.0,997.0,SE,37.54,0.0,0.0
2010,9,10,0,175.0,17.0,20.0,1009.0,SE,38.45,0.0,0.0
2013,4,5,14,9.0,-5.0,14.0,1017.0,NW,47.4,0.0,0.0
2011,5,29,1,101.0,18.0,24.0,1008.0,SE,76.01,0.0,0.0
2013,3,17,20,480.0,3.0,7.0,1002.0,NE,1.79,0.0,0.0
2011,11,26,17,222.0,-4.0,5.0,1020.0,NW,1.79,0.0,0.0
2010,2,6,19,100.0,-9.0,-3.0,1029.0,SE,35.31,1.0,0.0
2010,8,23,8,76.0,18.0,21.0,1015.0,NW,4.47,0.0,0.0
2012,10,1,10,26.0,6.0,20.0,1018.0,NE,1.79,0.0,0.0
2013,11,9,9,175.0,0.0,9.0,1023.0,NW,10.72,0.0,0.0
2014,6,27,10,16.0,13.0,31.0,1008.0,NW,15.21,0.0,0.0
2014,5,16,16,45.0,2.0,29.0,1006.0,SE,3.13,0.0,0.0
2014,6,17,4,13.0,17.0,19.0,1003.0,cv,1.79,0.0,2.0
2013,12,11,14,33.0,-22.0,7.0,1016.0,NW,17.88,0.0,0.0
2011,8,5,17,143.0,23.0,30.0,1005.0,SE,24.59,0.0,0.0
2013,7,23,23,48.0,19.0,25.0,999.0,SE,36.66,0.0,0.0
2013,11,17,17,9.0,-19.0,8.0,1025.0,NW,84.04,0.0,0.0
2011,10,8,4,125.0,10.0,11.0,1018.0,NW,7.6,0.0,0.0
2012,6,5,1,70.0,16.0,20.0,1003.0,NE,3.58,0.0,0.0
2010,11,18,10,336.0,1.0,5.0,1021.0,NW,12.97,0.0,0.0
2011,5,11,18,61.0,-6.0,26.0,1005.0,NW,58.55,0.0,0.0
2012,10,17,6,13.0,0.0,1.0,1021.0,cv,5.34,0.0,0.0
2012,4,27,16,29.0,-12.0,23.0,1001.0,NW,105.49,0.0,0.0
2011,12,13,2,90.0,-4.0,-1.0,1028.0,SE,0.89,0.0,0.0
2013,2,7,12,15.0,-26.0,-8.0,1040.0,NW,3.13,0.0,0.0
2014,11,28,6,83.0,-6.0,0.0,1021.0,NW,15.2,0.0,0.0
2012,4,26,2,28.0,2.0,5.0,1007.0,cv,0.89,0.0,0.0
2010,3,4,4,125.0,-4.0,0.0,1016.0,cv,0.89,0.0,0.0
2012,3,29,15,30.0,-9.0,23.0,1011.0,NW,49.17,0.0,0.0
2011,4,20,23,195.0,7.0,17.0,1008.0,NE,3.58,0.0,0.0
2011,10,24,15,9.0,-6.0,15.0,1026.0,SE,1.79,0.0,0.0
2011,9,14,1,146.0,18.0,19.0,1011.0,cv,0.89,0.0,0.0
2010,1,30,17,36.0,-22.0,6.0,1018.0,NW,58.54,0.0,0.0
2011,5,6,6,58.0,4.0,9.0,1003.0,NW,3.13,0.0,0.0
2013,5,20,17,42.0,-3.0,27.0,997.0,SE,62.59,0.0,0.0
2011,7,28,8,226.0,24.0,26.0,1005.0,SE,54.98,0.0,0.0
2013,4,18,1,10.0,-8.0,9.0,1018.0,NE,7.15,0.0,0.0
2013,5,23,3,59.0,9.0,16.0,1011.0,NW,0.89,0.0,0.0
2013,5,21,16,106.0,12.0,28.0,999.0,cv,0.89,0.0,0.0
2011,11,6,1,77.0,8.0,10.0,1027.0,cv,0.45,0.0,0.0
2010,2,14,18,16.0,-23.0,-4.0,1033.0,NE,23.69,0.0,0.0
2011,4,12,1,64.0,-4.0,10.0,1016.0,cv,4.02,0.0,0.0
2013,11,11,21,81.0,-8.0,2.0,1025.0,SE,0.89,0.0,0.0
2010,2,9,5,241.0,-6.0,-5.0,1022.0,NW,5.81,0.0,0.0
2010,8,9,2,218.0,23.0,25.0,1003.0,NE,3.13,0.0,0.0
2011,11,18,13,59.0,1.0,15.0,1014.0,NE,6.26,0.0,0.0
2010,11,12,22,112.0,-14.0,7.0,1023.0,NW,42.92,0.0,0.0
2010,9,16,10,238.0,20.0,24.0,1012.0,SE,74.22,0.0,0.0
2010,2,14,10,16.0,-22.0,-3.0,1035.0,NW,20.56,0.0,0.0
2013,6,9,16,16.0,16.0,18.0,1012.0,NW,49.62,0.0,9.0
2011,12,14,7,11.0,-17.0,-4.0,1034.0,NW,78.25,0.0,0.0
2013,7,25,22,53.0,18.0,28.0,1003.0,SE,35.76,0.0,0.0
2011,3,11,21,166.0,-6.0,5.0,1012.0,SE,1.79,0.0,0.0
2014,3,30,9,35.0,-4.0,18.0,1017.0,NW,6.26,0.0,0.0
2014,1,1,17,26.0,-16.0,10.0,1015.0,NW,81.81,0.0,0.0
2010,6,28,13,153.0,18.0,30.0,1001.0,SE,6.26,0.0,0.0
2012,1,13,6,47.0,-15.0,-9.0,1028.0,NW,31.74,0.0,0.0
2012,6,4,10,148.0,18.0,24.0,1006.0,cv,0.89,0.0,0.0
2014,1,14,10,227.0,-12.0,-2.0,1036.0,NW,5.37,0.0,0.0
2010,5,5,22,12.0,-1.0,16.0,1004.0,NW,124.27,0.0,0.0
2013,5,17,10,126.0,11.0,19.0,1013.0,SE,8.5,0.0,0.0
2010,11,7,20,9.0,-8.0,8.0,1022.0,NW,133.66,0.0,0.0
2014,3,21,23,67.0,-11.0,17.0,1015.0,SE,41.12,0.0,0.0
2012,5,29,13,93.0,11.0,27.0,1009.0,SE,49.18,0.0,0.0
2014,5,13,4,47.0,10.0,13.0,1000.0,cv,0.45,0.0,0.0
2012,12,8,9,16.0,-27.0,-8.0,1029.0,NW,147.95,0.0,0.0
2010,1,19,23,343.0,-3.0,1.0,1020.0,NW,11.63,0.0,0.0
2013,12,6,19,124.0,-6.0,3.0,1019.0,cv,1.78,0.0,0.0
2010,7,8,4,52.0,17.0,23.0,1007.0,SE,23.25,0.0,0.0
2012,9,29,17,5.0,2.0,23.0,1015.0,SE,1.79,0.0,0.0
2012,2,13,20,288.0,-8.0,-2.0,1021.0,SE,2.67,0.0,0.0
2012,4,14,4,63.0,3.0,11.0,1007.0,cv,1.34,0.0,0.0
2014,3,10,21,183.0,-5.0,3.0,1020.0,SE,0.89,0.0,0.0
2011,7,24,16,38.0,24.0,27.0,1000.0,NW,11.18,0.0,0.0
2014,12,24,17,16.0,-14.0,4.0,1032.0,NW,37.99,0.0,0.0
2010,5,7,18,115.0,-2.0,27.0,1003.0,NW,73.75,0.0,0.0
2014,6,20,16,17.0,16.0,28.0,1005.0,cv,1.79,0.0,0.0
2012,10,31,16,13.0,-15.0,16.0,1017.0,NW,27.71,0.0,0.0
2014,5,27,6,40.0,10.0,21.0,994.0,cv,0.89,0.0,0.0
2011,5,4,7,81.0,6.0,16.0,1013.0,SE,48.73,0.0,0.0
2012,4,6,22,21.0,-7.0,6.0,1022.0,SE,27.27,0.0,0.0
2010,7,31,3,201.0,26.0,27.0,997.0,cv,0.89,0.0,0.0
2013,3,29,20,80.0,-4.0,6.0,1021.0,SE,3.13,0.0,0.0
2011,9,20,5,23.0,6.0,8.0,1022.0,NW,8.05,0.0,0.0
2013,4,5,16,15.0,-9.0,13.0,1017.0,NW,67.06,0.0,0.0
2013,5,1,23,70.0,4.0,15.0,1013.0,SE,35.76,0.0,0.0
2011,9,6,9,117.0,16.0,23.0,1012.0,NE,3.58,0.0,0.0
2014,11,13,4,11.0,-11.0,0.0,1027.0,NW,1.79,0.0,0.0
2011,7,9,6,25.0,16.0,20.0,1005.0,NW,7.15,0.0,0.0
2014,10,17,9,76.0,3.0,13.0,1018.0,NW,2.68,0.0,0.0
2014,9,27,18,22.0,13.0,20.0,1015.0,cv,0.89,0.0,0.0
2014,5,13,7,108.0,14.0,16.0,1001.0,NW,1.78,0.0,0.0
2010,6,12,10,104.0,16.0,25.0,1009.0,cv,0.89,0.0,0.0
2012,2,19,5,98.0,-21.0,-11.0,1027.0,NW,1.79,0.0,0.0
2012,4,13,23,47.0,1.0,22.0,1006.0,SE,78.68,0.0,0.0
2010,6,13,9,137.0,18.0,22.0,1007.0,SE,29.95,0.0,0.0
2012,12,13,19,202.0,-5.0,-1.0,1026.0,NW,36.68,0.0,0.0
2013,3,8,4,357.0,-2.0,2.0,1004.0,cv,0.45,0.0,0.0
2013,6,29,0,25.0,20.0,22.0,1002.0,SE,3.13,0.0,0.0
2011,10,18,9,60.0,9.0,12.0,1027.0,NE,3.58,0.0,0.0
2014,3,17,19,24.0,-11.0,18.0,1014.0,NW,93.87,0.0,0.0
2012,1,27,6,162.0,-16.0,-10.0,1026.0,cv,1.78,0.0,0.0
2014,7,6,17,158.0,24.0,30.0,1003.0,SE,66.17,0.0,0.0
2011,5,9,1,78.0,12.0,13.0,1005.0,NW,0.89,0.0,0.0
2011,6,2,10,143.0,11.0,26.0,1006.0,cv,1.79,0.0,0.0
2011,1,17,0,107.0,-20.0,-11.0,1036.0,NW,5.81,0.0,0.0
2012,7,25,6,88.0,23.0,25.0,1009.0,SE,1.79,0.0,0.0
2011,6,15,0,54.0,20.0,22.0,1002.0,NE,1.79,0.0,0.0
2013,4,17,13,46.0,-5.0,15.0,1009.0,SE,34.42,0.0,0.0
2014,11,1,21,18.0,-5.0,13.0,1020.0,NW,69.28,0.0,0.0
2012,11,11,1,12.0,-8.0,4.0,1016.0,NW,73.75,0.0,0.0
2012,2,7,14,14.0,-24.0,-3.0,1029.0,NW,46.48,0.0,0.0
2014,4,1,21,83.0,0.0,18.0,1010.0,cv,0.89,0.0,0.0
2014,6,21,23,15.0,17.0,19.0,1009.0,NW,8.5,0.0,4.0
2010,1,9,15,49.0,-14.0,-4.0,1028.0,NE,37.1,0.0,0.0
2012,3,12,14,41.0,-19.0,9.0,1025.0,SE,3.13,0.0,0.0
2011,4,3,8,156.0,-7.0,8.0,1028.0,NW,16.99,0.0,0.0
2014,5,12,15,23.0,6.0,30.0,999.0,SE,23.25,0.0,0.0
2010,7,1,1,198.0,21.0,25.0,1001.0,SE,3.58,0.0,0.0
2010,3,6,7,16.0,-23.0,-5.0,1035.0,NE,71.97,0.0,0.0
2013,5,4,3,74.0,7.0,14.0,1017.0,SE,39.78,0.0,0.0
2014,6,13,14,39.0,15.0,32.0,1006.0,SE,1.79,0.0,0.0
2011,2,10,21,98.0,-4.0,-3.0,1029.0,SE,1.78,0.0,0.0
2014,2,11,16,143.0,-17.0,1.0,1025.0,SE,8.04,0.0,0.0
2013,11,15,0,81.0,-6.0,2.0,1019.0,NE,1.79,0.0,0.0
2010,10,3,12,11.0,1.0,21.0,1016.0,NW,202.94,0.0,0.0
2013,5,21,19,124.0,13.0,25.0,1001.0,SE,4.47,0.0,0.0
2013,8,15,1,61.0,24.0,27.0,1004.0,SE,45.16,0.0,0.0
2012,12,22,4,22.0,-18.0,-8.0,1034.0,NE,8.94,0.0,0.0
2013,1,17,19,86.0,-13.0,-1.0,1036.0,SE,15.2,0.0,0.0
2010,4,1,10,21.0,-18.0,10.0,1022.0,NW,120.67,0.0,0.0
2014,9,26,5,96.0,16.0,17.0,1012.0,SE,3.58,0.0,0.0
2013,8,7,4,37.0,21.0,24.0,1002.0,cv,0.89,0.0,0.0
2010,6,15,11,139.0,20.0,29.0,1002.0,NW,1.79,0.0,0.0
2014,5,6,14,138.0,4.0,21.0,1006.0,SE,3.13,0.0,0.0
2013,8,4,16,62.0,22.0,33.0,997.0,SE,16.55,0.0,0.0
2014,1,16,7,532.0,-7.0,-4.0,1027.0,NW,1.78,0.0,0.0
2011,9,22,10,28.0,5.0,23.0,1017.0,NW,38.0,0.0,0.0
2014,12,10,16,21.0,-18.0,4.0,1027.0,NW,61.68,0.0,0.0
2013,10,21,7,97.0,2.0,6.0,1023.0,cv,1.34,0.0,0.0
2013,8,1,12,42.0,19.0,24.0,1005.0,SE,4.02,0.0,3.0
2013,11,19,18,71.0,-15.0,2.0,1023.0,SE,1.78,0.0,0.0
2014,8,26,9,19.0,12.0,27.0,1014.0,NW,18.78,0.0,0.0
2014,11,3,11,14.0,-5.0,15.0,1022.0,cv,1.79,0.0,0.0
2013,3,11,20,164.0,-3.0,9.0,1016.0,SE,37.56,0.0,0.0
2010,12,6,17,12.0,-20.0,4.0,1029.0,NW,260.57,0.0,0.0
2011,2,28,13,12.0,-12.0,5.0,1026.0,NW,39.79,0.0,0.0
2010,11,6,19,381.0,7.0,9.0,1015.0,cv,0.89,0.0,0.0
2014,3,5,3,18.0,-19.0,-4.0,1031.0,NW,119.36,0.0,0.0
2013,2,17,15,13.0,-23.0,6.0,1019.0,NW,29.5,0.0,0.0
2013,1,14,11,291.0,-6.0,-2.0,1029.0,cv,0.89,0.0,0.0
2014,3,22,13,21.0,-21.0,23.0,1017.0,NW,4.92,0.0,0.0
2012,8,26,19,172.0,19.0,26.0,1009.0,SE,31.74,0.0,0.0
2012,1,24,16,15.0,-23.0,0.0,1025.0,NW,78.66,0.0,0.0
2012,5,13,19,78.0,13.0,20.0,1005.0,NE,4.02,0.0,0.0
2013,3,14,17,121.0,-6.0,9.0,1024.0,SE,16.1,0.0,0.0
2013,9,5,23,60.0,14.0,17.0,1016.0,cv,0.89,0.0,0.0
2010,6,3,9,127.0,13.0,22.0,1019.0,cv,2.67,0.0,0.0
2011,8,18,20,37.0,20.0,24.0,1011.0,SE,29.96,0.0,0.0
2014,4,13,4,144.0,2.0,9.0,1017.0,NE,1.79,0.0,0.0
2014,9,2,8,21.0,19.0,20.0,1010.0,SE,1.79,0.0,8.0
2013,2,14,23,197.0,-16.0,-1.0,1030.0,NW,7.15,0.0,0.0
2011,11,11,2,145.0,-1.0,1.0,1016.0,NW,0.89,0.0,0.0
2013,4,21,16,140.0,0.0,19.0,1014.0,SE,31.29,0.0,0.0
2011,6,17,8,102.0,17.0,24.0,1009.0,cv,0.89,0.0,0.0
2010,7,8,16,14.0,11.0,37.0,1003.0,SE,3.13,0.0,0.0
2013,3,6,1,225.0,-6.0,3.0,1014.0,NW,4.92,0.0,0.0
2011,11,5,16,35.0,3.0,12.0,1026.0,NE,7.15,0.0,0.0
2011,10,16,1,16.0,4.0,17.0,1010.0,NW,3.13,0.0,0.0
2012,4,28,7,108.0,-5.0,12.0,1013.0,cv,1.78,0.0,0.0
2010,10,1,15,224.0,15.0,23.0,1016.0,cv,0.89,0.0,0.0
2011,11,5,6,11.0,3.0,12.0,1026.0,NW,50.07,0.0,2.0
2011,6,9,5,176.0,18.0,19.0,1004.0,NW,2.68,0.0,0.0
2012,4,26,8,51.0,2.0,11.0,1005.0,cv,1.78,0.0,0.0
2012,6,18,12,155.0,16.0,29.0,1003.0,SE,12.07,0.0,0.0
2012,5,4,7,84.0,13.0,18.0,1008.0,NW,6.26,0.0,0.0
2012,3,18,6,21.0,-5.0,-1.0,1025.0,NE,27.72,0.0,0.0
2013,3,26,12,240.0,0.0,10.0,1014.0,SE,11.63,0.0,0.0
2013,8,25,2,101.0,17.0,20.0,1008.0,NW,1.79,0.0,0.0
2013,4,17,19,55.0,-7.0,13.0,1010.0,SE,55.87,0.0,0.0
2010,9,17,17,26.0,13.0,15.0,1014.0,SE,1.79,0.0,21.0
2013,2,6,13,9.0,-15.0,4.0,1023.0,NW,13.86,0.0,0.0
2014,1,23,3,366.0,-15.0,-7.0,1020.0,cv,0.9,0.0,0.0
