x1,x2,operation_x1,operation_x2,operation_between,latex_expression
0.2,5.5,log,sqrt,mul,\log(0.2) \times \sqrt{5.5}
3.8,4.4,sqrt,cos,add,\sqrt{3.8} + \cos(4.4)
1.7,5.2,sqrt,square,add,\sqrt{1.7} + (5.2)^2
1.2,4.7,square,exp,mul,(1.2)^2 \times \exp(4.7)
3.7,4.8,log,cube,mul,\log(3.7) \times (4.8)^3
2.9,8.7,cos,log,add,\cos(2.9) + \log(8.7)
1.0,8.0,log,cos,mul,\log(1.0) \times \cos(8.0)
0.8,8.5,log,cos,add,\log(0.8) + \cos(8.5)
0.4,7.5,none,sin,mul,0.4 \times \sin(7.5)
0.6,7.1,sin,sqrt,sub,\sin(0.6) - \sqrt{7.1}
1.0,9.8,sqrt,sin,add,\sqrt{1.0} + \sin(9.8)
3.8,6.9,sqrt,none,add,\sqrt{3.8} + 6.9
3.5,4.8,exp,square,add,\exp(3.5) + (4.8)^2
0.1,7.6,sin,none,add,\sin(0.1) + 7.6
2.2,9.1,cube,square,add,(2.2)^3 + (9.1)^2
2.2,7.3,log,sqrt,mul,\log(2.2) \times \sqrt{7.3}
3.7,9.7,log,exp,mul,\log(3.7) \times \exp(9.7)
5.1,5.3,cube,sin,mul,(5.1)^3 \times \sin(5.3)
3.6,8.0,sqrt,none,add,\sqrt{3.6} + 8.0
1.8,3.0,none,tan,add,1.8 + \tan(3.0)
4.8,6.5,sqrt,log,div,\frac{\sqrt{4.8}}{\log(6.5)}
2.0,7.2,cube,sqrt,sub,(2.0)^3 - \sqrt{7.2}
5.2,6.3,sqrt,exp,div,\frac{\sqrt{5.2}}{\exp(6.3)}
0.6,5.7,square,sqrt,sub,(0.6)^2 - \sqrt{5.7}
1.9,5.1,log,cos,add,\log(1.9) + \cos(5.1)
0.5,5.7,none,log,mul,0.5 \times \log(5.7)
5.9,5.7,square,cos,add,(5.9)^2 + \cos(5.7)
3.7,8.0,none,cos,sub,3.7 - \cos(8.0)
5.3,5.0,cos,none,div,\frac{\cos(5.3)}{5.0}
5.3,4.4,square,none,add,(5.3)^2 + 4.4
5.4,6.2,sin,sqrt,add,\sin(5.4) + \sqrt{6.2}
0.2,6.9,none,none,add,0.2 + 6.9
5.5,9.0,cos,sin,mul,\cos(5.5) \times \sin(9.0)
3.0,5.8,none,log,add,3.0 + \log(5.8)
3.6,5.0,square,sin,sub,(3.6)^2 - \sin(5.0)
2.9,9.1,exp,cos,div,\frac{\exp(2.9)}{\cos(9.1)}
1.8,8.8,cube,sin,add,(1.8)^3 + \sin(8.8)
2.9,8.3,sqrt,sqrt,mul,\sqrt{2.9} \times \sqrt{8.3}
5.9,9.8,sin,sqrt,sub,\sin(5.9) - \sqrt{9.8}
1.8,3.8,none,sin,sub,1.8 - \sin(3.8)
0.2,5.0,log,sin,div,\frac{\log(0.2)}{\sin(5.0)}
1.3,4.7,cube,exp,mul,(1.3)^3 \times \exp(4.7)
0.6,6.9,square,cube,add,(0.6)^2 + (6.9)^3
3.7,8.4,cos,sin,div,\frac{\cos(3.7)}{\sin(8.4)}
3.6,7.1,square,log,mul,(3.6)^2 \times \log(7.1)
0.7,6.4,sqrt,sqrt,mul,\sqrt{0.7} \times \sqrt{6.4}
4.5,6.8,exp,none,div,\frac{\exp(4.5)}{6.8}
5.2,6.4,cos,none,mul,\cos(5.2) \times 6.4
5.0,6.8,square,sin,mul,(5.0)^2 \times \sin(6.8)
4.0,6.4,sin,sin,add,\sin(4.0) + \sin(6.4)
4.2,8.6,sqrt,exp,div,\frac{\sqrt{4.2}}{\exp(8.6)}
3.2,6.8,exp,sqrt,sub,\exp(3.2) - \sqrt{6.8}
1.7,5.3,cos,log,sub,\cos(1.7) - \log(5.3)
5.1,7.0,square,cube,mul,(5.1)^2 \times (7.0)^3
5.2,5.2,sin,sqrt,add,\sin(5.2) + \sqrt{5.2}
3.1,6.2,none,square,div,\frac{3.1}{(6.2)^2}
5.4,6.3,square,sin,sub,(5.4)^2 - \sin(6.3)
0.4,9.0,tan,log,mul,\tan(0.4) \times \log(9.0)
5.6,6.1,tan,sqrt,sub,\tan(5.6) - \sqrt{6.1}
0.1,5.4,exp,sqrt,add,\exp(0.1) + \sqrt{5.4}
2.5,6.4,exp,log,add,\exp(2.5) + \log(6.4)
4.0,3.6,log,cos,mul,\log(4.0) \times \cos(3.6)
3.2,4.7,cos,exp,add,\cos(3.2) + \exp(4.7)
0.4,9.0,sqrt,none,sub,\sqrt{0.4} - 9.0
0.3,8.8,log,log,sub,\log(0.3) - \log(8.8)
3.2,8.6,tan,cube,sub,\tan(3.2) - (8.6)^3
0.2,6.9,tan,square,sub,\tan(0.2) - (6.9)^2
2.5,5.9,log,log,sub,\log(2.5) - \log(5.9)
1.0,9.9,none,sin,mul,1.0 \times \sin(9.9)
3.7,4.6,exp,log,mul,\exp(3.7) \times \log(4.6)
5.5,7.8,square,square,sub,(5.5)^2 - (7.8)^2
5.2,5.8,none,cube,mul,5.2 \times (5.8)^3
1.8,9.6,exp,cube,div,\frac{\exp(1.8)}{(9.6)^3}
3.4,5.6,sqrt,log,add,\sqrt{3.4} + \log(5.6)
3.8,7.0,sqrt,none,sub,\sqrt{3.8} - 7.0
5.8,8.2,sqrt,sin,mul,\sqrt{5.8} \times \sin(8.2)
2.1,8.1,sqrt,exp,sub,\sqrt{2.1} - \exp(8.1)
1.1,7.7,square,sin,sub,(1.1)^2 - \sin(7.7)
4.0,3.2,log,cos,div,\frac{\log(4.0)}{\cos(3.2)}
4.6,8.8,sin,exp,mul,\sin(4.6) \times \exp(8.8)
1.7,3.9,sqrt,none,mul,\sqrt{1.7} \times 3.9
4.7,4.7,square,sin,mul,(4.7)^2 \times \sin(4.7)
5.6,5.7,square,cos,add,(5.6)^2 + \cos(5.7)
1.7,5.6,exp,sin,add,\exp(1.7) + \sin(5.6)
0.4,4.9,exp,cos,add,\exp(0.4) + \cos(4.9)
3.8,7.2,log,square,mul,\log(3.8) \times (7.2)^2
1.3,9.0,tan,tan,mul,\tan(1.3) \times \tan(9.0)
2.7,6.1,tan,none,mul,\tan(2.7) \times 6.1
4.3,6.8,cos,tan,mul,\cos(4.3) \times \tan(6.8)
4.1,8.7,cos,exp,add,\cos(4.1) + \exp(8.7)
0.5,7.5,log,square,div,\frac{\log(0.5)}{(7.5)^2}
5.8,5.7,sin,tan,mul,\sin(5.8) \times \tan(5.7)
3.0,6.6,sin,cube,mul,\sin(3.0) \times (6.6)^3
3.2,7.6,none,exp,add,3.2 + \exp(7.6)
0.7,8.7,square,square,add,(0.7)^2 + (8.7)^2
2.1,3.2,cos,exp,div,\frac{\cos(2.1)}{\exp(3.2)}
3.8,8.1,square,sin,sub,(3.8)^2 - \sin(8.1)
4.8,9.7,sin,sqrt,div,\frac{\sin(4.8)}{\sqrt{9.7}}
5.6,6.0,exp,none,add,\exp(5.6) + 6.0
4.3,7.7,sqrt,exp,add,\sqrt{4.3} + \exp(7.7)
1.0,6.5,sin,square,mul,\sin(1.0) \times (6.5)^2
1.4,6.3,sqrt,none,add,\sqrt{1.4} + 6.3
0.5,5.9,square,square,div,\frac{(0.5)^2}{(5.9)^2}
2.0,6.4,none,log,mul,2.0 \times \log(6.4)
0.8,9.1,none,square,add,0.8 + (9.1)^2
4.6,6.8,cube,square,mul,(4.6)^3 \times (6.8)^2
3.1,3.3,none,cos,mul,3.1 \times \cos(3.3)
1.8,5.1,none,cos,add,1.8 + \cos(5.1)
3.8,6.5,sin,sin,add,\sin(3.8) + \sin(6.5)
0.7,7.3,sin,log,div,\frac{\sin(0.7)}{\log(7.3)}
0.2,6.3,none,square,mul,0.2 \times (6.3)^2
3.7,7.7,log,square,add,\log(3.7) + (7.7)^2
4.3,3.3,none,square,add,4.3 + (3.3)^2
2.3,8.2,sqrt,exp,sub,\sqrt{2.3} - \exp(8.2)
4.7,6.8,cos,cos,mul,\cos(4.7) \times \cos(6.8)
2.3,3.7,tan,sin,mul,\tan(2.3) \times \sin(3.7)
3.5,6.4,sqrt,none,add,\sqrt{3.5} + 6.4
2.0,4.9,cos,sin,mul,\cos(2.0) \times \sin(4.9)
0.3,7.0,log,cos,mul,\log(0.3) \times \cos(7.0)
3.8,3.3,cube,none,sub,(3.8)^3 - 3.3
5.7,7.1,sqrt,cube,add,\sqrt{5.7} + (7.1)^3
3.0,6.2,sqrt,tan,mul,\sqrt{3.0} \times \tan(6.2)
1.7,6.6,none,sqrt,add,1.7 + \sqrt{6.6}
2.0,5.5,cube,sqrt,add,(2.0)^3 + \sqrt{5.5}
1.5,5.2,square,square,mul,(1.5)^2 \times (5.2)^2
2.5,6.3,none,sqrt,add,2.5 + \sqrt{6.3}
3.3,3.2,none,none,add,3.3 + 3.2
1.8,5.6,none,cos,div,\frac{1.8}{\cos(5.6)}
1.3,9.5,log,log,div,\frac{\log(1.3)}{\log(9.5)}
5.1,8.6,log,cos,add,\log(5.1) + \cos(8.6)
4.9,9.8,log,cos,add,\log(4.9) + \cos(9.8)
2.8,9.4,exp,sqrt,sub,\exp(2.8) - \sqrt{9.4}
3.6,5.0,cube,sqrt,add,(3.6)^3 + \sqrt{5.0}
1.9,8.4,cos,sin,mul,\cos(1.9) \times \sin(8.4)
4.3,6.6,exp,square,add,\exp(4.3) + (6.6)^2
0.3,3.9,sin,exp,add,\sin(0.3) + \exp(3.9)
2.8,9.2,square,sqrt,sub,(2.8)^2 - \sqrt{9.2}
4.0,9.9,sqrt,exp,div,\frac{\sqrt{4.0}}{\exp(9.9)}
3.5,7.9,cube,cos,mul,(3.5)^3 \times \cos(7.9)
3.6,6.7,sin,cos,sub,\sin(3.6) - \cos(6.7)
6.0,5.9,none,sin,add,6.0 + \sin(5.9)
0.1,6.7,sqrt,none,mul,\sqrt{0.1} \times 6.7
0.9,9.9,cube,none,sub,(0.9)^3 - 9.9
0.5,8.8,sin,sqrt,mul,\sin(0.5) \times \sqrt{8.8}
2.3,7.7,log,none,div,\frac{\log(2.3)}{7.7}
4.8,7.3,square,sqrt,div,\frac{(4.8)^2}{\sqrt{7.3}}
6.0,5.9,sqrt,none,mul,\sqrt{6.0} \times 5.9
2.5,5.7,exp,cube,div,\frac{\exp(2.5)}{(5.7)^3}
3.4,8.7,log,none,add,\log(3.4) + 8.7
0.9,8.5,cos,cos,div,\frac{\cos(0.9)}{\cos(8.5)}
3.9,3.3,cube,square,mul,(3.9)^3 \times (3.3)^2
2.8,9.5,none,cos,mul,2.8 \times \cos(9.5)
1.0,8.3,tan,tan,add,\tan(1.0) + \tan(8.3)
3.9,6.8,none,exp,add,3.9 + \exp(6.8)
1.2,3.7,log,exp,div,\frac{\log(1.2)}{\exp(3.7)}
3.7,4.8,cube,sin,sub,(3.7)^3 - \sin(4.8)
3.7,4.9,cube,sqrt,add,(3.7)^3 + \sqrt{4.9}
3.5,4.6,cube,exp,mul,(3.5)^3 \times \exp(4.6)
1.6,9.2,none,sin,add,1.6 + \sin(9.2)
1.6,7.8,sin,log,add,\sin(1.6) + \log(7.8)
1.6,8.0,sqrt,sin,mul,\sqrt{1.6} \times \sin(8.0)
1.3,6.8,sqrt,cube,mul,\sqrt{1.3} \times (6.8)^3
4.6,7.4,none,cos,add,4.6 + \cos(7.4)
2.1,6.2,sin,none,add,\sin(2.1) + 6.2
3.3,4.4,sqrt,cos,add,\sqrt{3.3} + \cos(4.4)
3.7,5.5,sin,none,sub,\sin(3.7) - 5.5
1.2,8.1,none,cos,add,1.2 + \cos(8.1)
1.7,5.2,cube,sin,sub,(1.7)^3 - \sin(5.2)
6.0,6.4,none,none,div,\frac{6.0}{6.4}
4.6,8.0,square,log,add,(4.6)^2 + \log(8.0)
1.4,4.6,none,none,mul,1.4 \times 4.6
3.9,8.6,cos,sin,mul,\cos(3.9) \times \sin(8.6)
5.1,7.5,square,cube,div,\frac{(5.1)^2}{(7.5)^3}
2.3,5.2,none,sqrt,mul,2.3 \times \sqrt{5.2}
5.5,6.5,none,exp,div,\frac{5.5}{\exp(6.5)}
4.3,3.5,square,none,mul,(4.3)^2 \times 3.5
4.4,6.9,sqrt,exp,mul,\sqrt{4.4} \times \exp(6.9)
1.0,6.1,exp,none,div,\frac{\exp(1.0)}{6.1}
3.5,7.2,exp,sqrt,div,\frac{\exp(3.5)}{\sqrt{7.2}}
1.9,4.5,log,none,sub,\log(1.9) - 4.5
2.4,3.7,sin,exp,sub,\sin(2.4) - \exp(3.7)
2.0,8.7,cube,sqrt,add,(2.0)^3 + \sqrt{8.7}
3.0,4.0,square,none,sub,(3.0)^2 - 4.0
5.6,5.3,cos,sqrt,div,\frac{\cos(5.6)}{\sqrt{5.3}}
5.8,6.6,none,sin,mul,5.8 \times \sin(6.6)
3.5,8.6,square,sqrt,sub,(3.5)^2 - \sqrt{8.6}
4.0,8.8,none,none,mul,4.0 \times 8.8
3.2,8.4,none,cos,add,3.2 + \cos(8.4)
2.2,4.0,none,log,sub,2.2 - \log(4.0)
1.5,7.4,cos,sqrt,mul,\cos(1.5) \times \sqrt{7.4}
3.7,8.2,cube,none,sub,(3.7)^3 - 8.2
2.3,5.2,cos,square,sub,\cos(2.3) - (5.2)^2
3.4,4.0,log,none,sub,\log(3.4) - 4.0
2.5,7.1,none,sin,add,2.5 + \sin(7.1)
3.6,5.3,cos,sqrt,sub,\cos(3.6) - \sqrt{5.3}
3.9,6.1,log,none,add,\log(3.9) + 6.1
4.8,7.8,cube,none,sub,(4.8)^3 - 7.8
5.6,6.5,log,square,add,\log(5.6) + (6.5)^2
3.9,7.4,log,sqrt,sub,\log(3.9) - \sqrt{7.4}
5.0,5.6,sqrt,square,div,\frac{\sqrt{5.0}}{(5.6)^2}
4.0,4.9,none,cos,mul,4.0 \times \cos(4.9)
5.0,3.5,cube,cos,add,(5.0)^3 + \cos(3.5)
2.1,4.4,cube,square,mul,(2.1)^3 \times (4.4)^2
4.1,5.1,square,none,div,\frac{(4.1)^2}{5.1}
0.4,9.4,none,sqrt,add,0.4 + \sqrt{9.4}
0.8,3.5,none,log,mul,0.8 \times \log(3.5)
4.4,4.7,none,log,sub,4.4 - \log(4.7)
2.8,7.4,cos,sin,add,\cos(2.8) + \sin(7.4)
3.8,7.3,exp,cube,mul,\exp(3.8) \times (7.3)^3
2.1,9.7,log,cos,mul,\log(2.1) \times \cos(9.7)
2.5,9.3,sin,cos,sub,\sin(2.5) - \cos(9.3)
4.8,4.8,sqrt,none,mul,\sqrt{4.8} \times 4.8
5.4,8.0,log,tan,div,\frac{\log(5.4)}{\tan(8.0)}
4.1,5.6,sqrt,tan,add,\sqrt{4.1} + \tan(5.6)
4.4,4.5,cos,log,mul,\cos(4.4) \times \log(4.5)
0.8,7.6,tan,sqrt,sub,\tan(0.8) - \sqrt{7.6}
2.2,5.3,exp,cube,mul,\exp(2.2) \times (5.3)^3
3.3,7.0,cos,none,mul,\cos(3.3) \times 7.0
1.3,5.7,sqrt,cos,add,\sqrt{1.3} + \cos(5.7)
0.9,7.7,none,none,div,\frac{0.9}{7.7}
1.9,8.3,log,none,add,\log(1.9) + 8.3
0.3,4.9,log,cube,mul,\log(0.3) \times (4.9)^3
4.0,5.2,log,sqrt,div,\frac{\log(4.0)}{\sqrt{5.2}}
4.5,4.2,cube,sin,mul,(4.5)^3 \times \sin(4.2)
4.2,3.6,cube,cos,div,\frac{(4.2)^3}{\cos(3.6)}
6.0,3.2,tan,tan,div,\frac{\tan(6.0)}{\tan(3.2)}
4.6,7.3,sin,cos,add,\sin(4.6) + \cos(7.3)
1.9,8.4,cube,exp,div,\frac{(1.9)^3}{\exp(8.4)}
1.2,5.1,none,sqrt,mul,1.2 \times \sqrt{5.1}
5.9,7.6,cos,sin,mul,\cos(5.9) \times \sin(7.6)
4.7,9.2,cos,cos,sub,\cos(4.7) - \cos(9.2)
2.5,6.5,tan,log,sub,\tan(2.5) - \log(6.5)
2.3,7.7,sqrt,exp,mul,\sqrt{2.3} \times \exp(7.7)
0.5,4.2,none,none,add,0.5 + 4.2
2.6,9.2,square,cube,mul,(2.6)^2 \times (9.2)^3
0.7,6.9,none,sin,add,0.7 + \sin(6.9)
1.7,6.3,cos,tan,mul,\cos(1.7) \times \tan(6.3)
4.9,6.6,sqrt,cos,add,\sqrt{4.9} + \cos(6.6)
3.1,4.7,cos,square,div,\frac{\cos(3.1)}{(4.7)^2}
5.8,6.5,log,cos,mul,\log(5.8) \times \cos(6.5)
3.7,5.5,sqrt,cube,sub,\sqrt{3.7} - (5.5)^3
1.6,6.6,exp,sqrt,div,\frac{\exp(1.6)}{\sqrt{6.6}}
0.8,8.5,square,square,mul,(0.8)^2 \times (8.5)^2
3.8,5.9,sqrt,cos,div,\frac{\sqrt{3.8}}{\cos(5.9)}
4.8,7.4,log,log,mul,\log(4.8) \times \log(7.4)
2.7,8.4,cos,sin,sub,\cos(2.7) - \sin(8.4)
4.0,6.1,cos,cos,mul,\cos(4.0) \times \cos(6.1)
5.5,6.8,square,cos,mul,(5.5)^2 \times \cos(6.8)
4.8,7.3,log,exp,div,\frac{\log(4.8)}{\exp(7.3)}
0.8,3.1,sin,none,add,\sin(0.8) + 3.1
2.5,5.5,log,square,sub,\log(2.5) - (5.5)^2
3.7,7.4,sqrt,none,sub,\sqrt{3.7} - 7.4
5.7,6.6,none,cube,add,5.7 + (6.6)^3
0.6,6.0,sqrt,sin,add,\sqrt{0.6} + \sin(6.0)
3.8,4.5,none,sin,add,3.8 + \sin(4.5)
1.7,8.8,cos,square,sub,\cos(1.7) - (8.8)^2
1.7,6.1,cube,sin,div,\frac{(1.7)^3}{\sin(6.1)}
1.6,5.9,sqrt,sqrt,div,\frac{\sqrt{1.6}}{\sqrt{5.9}}
3.6,4.7,square,sin,add,(3.6)^2 + \sin(4.7)
3.7,7.1,square,sqrt,sub,(3.7)^2 - \sqrt{7.1}
3.8,3.6,cos,none,mul,\cos(3.8) \times 3.6
1.4,9.9,sin,sqrt,add,\sin(1.4) + \sqrt{9.9}
2.3,6.6,sin,sin,mul,\sin(2.3) \times \sin(6.6)
5.1,8.6,sqrt,sin,add,\sqrt{5.1} + \sin(8.6)
4.9,5.4,cube,cos,div,\frac{(4.9)^3}{\cos(5.4)}
1.3,7.4,log,none,div,\frac{\log(1.3)}{7.4}
1.2,4.2,square,sin,sub,(1.2)^2 - \sin(4.2)
0.9,6.9,log,log,mul,\log(0.9) \times \log(6.9)
2.7,5.6,sqrt,exp,sub,\sqrt{2.7} - \exp(5.6)
2.2,8.4,sqrt,square,mul,\sqrt{2.2} \times (8.4)^2
1.5,3.0,none,log,mul,1.5 \times \log(3.0)
4.3,4.3,sqrt,sin,mul,\sqrt{4.3} \times \sin(4.3)
4.7,3.6,sqrt,exp,add,\sqrt{4.7} + \exp(3.6)
4.6,7.3,square,none,div,\frac{(4.6)^2}{7.3}
4.0,4.9,log,cube,add,\log(4.0) + (4.9)^3
3.1,3.1,square,tan,add,(3.1)^2 + \tan(3.1)
2.4,5.9,cube,cos,div,\frac{(2.4)^3}{\cos(5.9)}
3.6,8.9,square,log,mul,(3.6)^2 \times \log(8.9)
4.6,5.8,sin,sqrt,add,\sin(4.6) + \sqrt{5.8}
0.5,6.9,sqrt,sqrt,sub,\sqrt{0.5} - \sqrt{6.9}
4.6,4.7,sin,square,add,\sin(4.6) + (4.7)^2
3.9,6.2,square,sin,mul,(3.9)^2 \times \sin(6.2)
1.1,5.1,log,none,mul,\log(1.1) \times 5.1
0.5,9.9,log,sin,mul,\log(0.5) \times \sin(9.9)
1.2,7.7,cos,none,mul,\cos(1.2) \times 7.7
3.1,7.7,sin,none,add,\sin(3.1) + 7.7
3.0,3.8,sin,cos,mul,\sin(3.0) \times \cos(3.8)
1.1,9.7,cube,none,sub,(1.1)^3 - 9.7
3.1,7.9,none,none,add,3.1 + 7.9
1.5,5.7,sin,sin,div,\frac{\sin(1.5)}{\sin(5.7)}
5.8,6.3,cos,none,mul,\cos(5.8) \times 6.3
3.0,6.3,none,sqrt,mul,3.0 \times \sqrt{6.3}
0.9,4.7,log,tan,add,\log(0.9) + \tan(4.7)
1.7,5.7,sqrt,none,mul,\sqrt{1.7} \times 5.7
0.5,9.4,sqrt,sin,add,\sqrt{0.5} + \sin(9.4)
2.0,3.0,log,square,add,\log(2.0) + (3.0)^2
2.9,7.4,none,sqrt,add,2.9 + \sqrt{7.4}
3.5,8.4,none,square,mul,3.5 \times (8.4)^2
5.0,6.9,log,square,add,\log(5.0) + (6.9)^2
5.3,7.3,sqrt,cos,mul,\sqrt{5.3} \times \cos(7.3)
4.5,5.4,none,none,mul,4.5 \times 5.4
3.7,8.0,none,cos,sub,3.7 - \cos(8.0)
1.8,6.5,none,sin,mul,1.8 \times \sin(6.5)
3.0,8.6,none,tan,div,\frac{3.0}{\tan(8.6)}
2.7,3.3,sin,sin,add,\sin(2.7) + \sin(3.3)
2.8,7.3,cos,sqrt,add,\cos(2.8) + \sqrt{7.3}
4.4,3.1,tan,cube,add,\tan(4.4) + (3.1)^3
1.7,9.6,cos,none,add,\cos(1.7) + 9.6
4.5,4.3,cube,none,mul,(4.5)^3 \times 4.3
2.3,8.0,exp,sin,add,\exp(2.3) + \sin(8.0)
5.6,3.7,exp,exp,sub,\exp(5.6) - \exp(3.7)
4.6,6.1,sin,square,mul,\sin(4.6) \times (6.1)^2
3.6,8.0,sin,exp,mul,\sin(3.6) \times \exp(8.0)
0.7,6.9,square,cube,add,(0.7)^2 + (6.9)^3
0.8,9.5,sin,sqrt,add,\sin(0.8) + \sqrt{9.5}
5.0,9.9,square,exp,add,(5.0)^2 + \exp(9.9)
1.9,4.3,none,square,sub,1.9 - (4.3)^2
0.3,6.3,none,square,sub,0.3 - (6.3)^2
2.3,3.9,sin,sin,div,\frac{\sin(2.3)}{\sin(3.9)}
5.7,8.0,none,none,div,\frac{5.7}{8.0}
2.4,5.6,sqrt,none,mul,\sqrt{2.4} \times 5.6
2.0,9.2,none,log,div,\frac{2.0}{\log(9.2)}
2.3,9.6,sin,exp,add,\sin(2.3) + \exp(9.6)
2.3,7.4,sqrt,cos,div,\frac{\sqrt{2.3}}{\cos(7.4)}
1.8,5.3,exp,exp,div,\frac{\exp(1.8)}{\exp(5.3)}
2.9,5.7,sqrt,tan,mul,\sqrt{2.9} \times \tan(5.7)
4.7,7.4,sin,cos,add,\sin(4.7) + \cos(7.4)
3.9,8.4,cos,exp,mul,\cos(3.9) \times \exp(8.4)
4.3,8.5,cube,none,add,(4.3)^3 + 8.5
2.9,5.4,cube,square,div,\frac{(2.9)^3}{(5.4)^2}
5.9,9.2,exp,cube,sub,\exp(5.9) - (9.2)^3
3.1,7.7,sqrt,none,sub,\sqrt{3.1} - 7.7
3.5,5.1,cube,sin,mul,(3.5)^3 \times \sin(5.1)
0.2,8.9,square,none,sub,(0.2)^2 - 8.9
1.7,5.5,tan,none,div,\frac{\tan(1.7)}{5.5}
0.9,7.2,exp,log,sub,\exp(0.9) - \log(7.2)
0.5,3.6,tan,sin,mul,\tan(0.5) \times \sin(3.6)
1.8,9.0,square,log,div,\frac{(1.8)^2}{\log(9.0)}
1.1,7.9,cos,square,add,\cos(1.1) + (7.9)^2
2.8,9.0,log,none,mul,\log(2.8) \times 9.0
5.2,7.3,sqrt,cos,div,\frac{\sqrt{5.2}}{\cos(7.3)}
1.9,8.1,none,log,mul,1.9 \times \log(8.1)
0.3,4.6,none,cos,add,0.3 + \cos(4.6)
3.6,6.1,sin,log,div,\frac{\sin(3.6)}{\log(6.1)}
3.5,8.0,cos,none,add,\cos(3.5) + 8.0
2.4,7.0,square,sin,sub,(2.4)^2 - \sin(7.0)
4.2,6.4,exp,sqrt,mul,\exp(4.2) \times \sqrt{6.4}
4.1,5.4,log,tan,sub,\log(4.1) - \tan(5.4)
2.3,4.5,none,sin,div,\frac{2.3}{\sin(4.5)}
3.6,5.7,square,none,sub,(3.6)^2 - 5.7
3.2,6.7,square,square,mul,(3.2)^2 \times (6.7)^2
4.9,5.0,cube,sqrt,add,(4.9)^3 + \sqrt{5.0}
4.6,8.3,none,cos,sub,4.6 - \cos(8.3)
0.6,4.6,cos,log,mul,\cos(0.6) \times \log(4.6)
0.7,9.4,square,cos,mul,(0.7)^2 \times \cos(9.4)
1.9,6.3,none,sqrt,sub,1.9 - \sqrt{6.3}
4.2,5.6,square,sqrt,mul,(4.2)^2 \times \sqrt{5.6}
1.6,8.7,none,tan,sub,1.6 - \tan(8.7)
5.2,8.8,tan,cube,add,\tan(5.2) + (8.8)^3
1.6,7.3,none,log,add,1.6 + \log(7.3)
2.2,7.6,sqrt,none,mul,\sqrt{2.2} \times 7.6
4.1,8.2,square,cos,add,(4.1)^2 + \cos(8.2)
2.0,4.8,sqrt,square,add,\sqrt{2.0} + (4.8)^2
6.0,8.8,cube,cube,sub,(6.0)^3 - (8.8)^3
1.6,7.4,none,cos,mul,1.6 \times \cos(7.4)
3.7,3.1,log,none,mul,\log(3.7) \times 3.1
3.5,6.8,cos,sin,div,\frac{\cos(3.5)}{\sin(6.8)}
1.7,7.8,none,sqrt,div,\frac{1.7}{\sqrt{7.8}}
2.0,6.0,none,sqrt,sub,2.0 - \sqrt{6.0}
0.9,8.3,log,square,mul,\log(0.9) \times (8.3)^2
2.0,4.1,square,tan,add,(2.0)^2 + \tan(4.1)
3.7,3.8,cube,none,sub,(3.7)^3 - 3.8
0.8,4.7,none,none,mul,0.8 \times 4.7
2.8,8.1,log,none,div,\frac{\log(2.8)}{8.1}
2.5,9.6,log,cos,add,\log(2.5) + \cos(9.6)
3.8,8.7,square,sin,sub,(3.8)^2 - \sin(8.7)
2.3,6.5,tan,none,add,\tan(2.3) + 6.5
0.3,7.2,sin,none,div,\frac{\sin(0.3)}{7.2}
3.7,7.1,sqrt,exp,div,\frac{\sqrt{3.7}}{\exp(7.1)}
4.2,5.3,sin,sqrt,div,\frac{\sin(4.2)}{\sqrt{5.3}}
2.3,6.6,square,square,sub,(2.3)^2 - (6.6)^2
5.4,5.6,sin,sqrt,div,\frac{\sin(5.4)}{\sqrt{5.6}}
5.5,4.2,log,sin,mul,\log(5.5) \times \sin(4.2)
2.5,8.8,tan,sin,add,\tan(2.5) + \sin(8.8)
4.9,7.4,sqrt,none,add,\sqrt{4.9} + 7.4
5.5,6.6,log,square,mul,\log(5.5) \times (6.6)^2
3.5,3.5,log,sqrt,mul,\log(3.5) \times \sqrt{3.5}
1.4,6.4,tan,sin,mul,\tan(1.4) \times \sin(6.4)
2.6,9.2,tan,sin,add,\tan(2.6) + \sin(9.2)
5.1,8.6,none,log,mul,5.1 \times \log(8.6)
4.3,3.5,none,log,add,4.3 + \log(3.5)
4.9,5.4,cube,none,add,(4.9)^3 + 5.4
4.7,5.9,none,none,div,\frac{4.7}{5.9}
0.9,7.5,tan,cube,mul,\tan(0.9) \times (7.5)^3
5.2,5.3,none,cube,mul,5.2 \times (5.3)^3
5.6,4.5,cube,sin,mul,(5.6)^3 \times \sin(4.5)
3.9,6.3,square,tan,sub,(3.9)^2 - \tan(6.3)
3.5,5.9,cube,cos,sub,(3.5)^3 - \cos(5.9)
4.4,8.2,sin,none,add,\sin(4.4) + 8.2
3.6,3.7,log,sqrt,sub,\log(3.6) - \sqrt{3.7}
3.7,6.0,exp,tan,mul,\exp(3.7) \times \tan(6.0)
1.6,6.1,square,exp,div,\frac{(1.6)^2}{\exp(6.1)}
1.1,6.1,exp,cos,add,\exp(1.1) + \cos(6.1)
1.2,7.5,sin,square,mul,\sin(1.2) \times (7.5)^2
3.0,8.3,none,cube,add,3.0 + (8.3)^3
5.8,8.3,none,none,div,\frac{5.8}{8.3}
3.0,5.1,sin,none,mul,\sin(3.0) \times 5.1
3.4,5.3,sqrt,cube,add,\sqrt{3.4} + (5.3)^3
