price,review_time,rating,category,verified,brand,title,description,review_text,summary
16.6,2752.0,5.0,"Books > Health, Fitness & Dieting",True,Don Colbert M.D.,"Toxic Relief, Revised and Expanded: Restore Health and Energy Through Fasting and Detoxification",<div>,Healthy living begins here,Five Stars
30.69,520.0,3.0,"Mystery, Thriller & Suspense > Mystery",True,Katie Macalister,"Holy Smokes (Aisling Grey, Guardian, Book 4)","Katie MacAlister lives in the Pacific Northwest with her husband and dogs, and can often be found lurking around online game sites.",I think I like this book just because it means that the series is over.  Still well-packed with smut.  Still same old annoying Aisling.  The other characters are what make this book worth it to me.,The end!
10.75,2383.0,5.0,Literature & Fiction > Contemporary,True,Visit Amazon's Paulo Coelho Page,The Alchemist,"Book by Coelho, Paulo","This is possibly my favorite book. Great story telling. Fantastic message. It inspired a lot of introspection. I'll probably read this again in a couple weeks, and several more times in the coming years. I'd recommend it for anyone.",Possibly my new favorite book!
13.4,1964.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Katy Evans Page,Real (The REAL series),"<span>""A rare mix of fevered obsession and gentle enchantment, REAL is a visceral and addicting debut."" (Christina Lauren, author of the Beautiful Bastard series)</span>",Very riveting!! Read the book within 24hrs!! Couldn't put it down :)) can't wait to read more of Brooke & Remington,riveting!!!!
11.99,2727.0,1.0,Romance > Science Fiction,True,Visit Amazon's Ruby Dixon Page,Ice Planet Barbarians: The Complete Series: A SciFi Alien Serial Romance (Volume 7),"<b>Ready for more aliens? BARBARIAN ALIEN, the sequel to ICE PLANET BARBARIANS is now available on Kindle!</b>",must really be something wrong with this woman,Stupid
8.82,2429.0,4.0,Teen & Young Adult > Literature & Fiction,True,Visit Amazon's Catherine Ryan Hyde Page,Becoming Chloe,"Tender, amazingly hopeful and only occasionally sentimental. . . .Vibrant and heartbreaking.<i>Kirkus Reviews, </i>Starred<br /><br />The powerful questions about responsibility and forgiveness will affect readers, as will the characters who make their own family, and in doing so, find love, hope, and deep friendship.<i>Booklist</i>",Great!,Four Stars
16.81,2653.0,5.0,Romance > Paranormal,True,Visit Amazon's Dannika Dark Page,Three Hours (Seven),"""Nicole Poole continues to bring an A+ performance with Three Hours. Her voice and timber is wonderful for both female and male voices. She really brings Dark's world and characters to life."" ---The Book Nympho",I loved every moment of this book! You will not be disappointed and will be left wanting more and more.,Loved it
5.54,2729.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Wm. Paul Young,The Shack,Unmarked book with light wear,"Totally pulled me in, especially the views from the other side with the strong focus on unconditional love. Very clever twist at the end. Only disappointment was that it's ""fiction.""",especially the views from the other side with the strong focus on unconditional love. Very clever twist at the end
6.06,2635.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Tracie Peterson Page,"A Daughters Inheritance (Broadmoor Legacy, Book 1)","""The writing styles of Ms. Peterson and Ms. Miller remind me of the Anne of Green Gables stories...."" -- <i> RomanceDesigns.com</i>","Good easy read book, I really enjoyed it, I could hardly put it down. Too bad book 2 is not at no charge.",Good easy read book
13.82,2296.0,5.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Wally Lamb Page,The Hour I First Believed,"Book by Lamb, Wally",Wally Lamb is a great writer. The story is complex but I don't know any writer who could carry this off the way he did. Loved every page.,Great read!
7.99,2227.0,5.0,Comics & Graphic Novels > Manga,True,Visit Amazon's Sunao Yoshida Page,Trinity Blood - Rage Against the Moons Volume 4: Judgment Day,"Set in a post-apocalyptic world, the war between humans and vampires rages on.","Purchased this for my teenage daughter who read the whole series. She enjoyed this book very much, and the others very much.",Reader loved it
5.99,2358.0,3.0,Books > Religion & Spirituality,True,Tim Lahaye,Nicolae: the Rise of Antichrist,Nicolae: the Rise of Antichrist,"I enjoyed this book and have enjoyed reading the series in the past.  I will say that I think some of the imagery is taken a little to literally which takes away from the story of the importance of salvation.  It will keep you interest and make you think, just not sure I agree with all the theology presented.","Good read, little ove the top"
10.87,2131.0,3.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Craig Johnson Page,The Cold Dish: A Longmire Mystery,"""We in the West have a major new talent on our hands."" —<b>The Denver Post</b>","Good example of the progression a writer can make over time
As a first book the bones are showing and that's okay
Enjoy the series
If you can't read watch the television series",File Copy
1.75,2149.0,3.0,Literature & Fiction > Contemporary,True,"Isabel; Peden, Margaret Sayers (translator) Allende",DAUGHTER OF FORTUNE,Oprah's book club...A very interesting read.,I like more action but the historical part was very interesting. Nice weaving together of people who came from many countries to settle San Francisco.,Historically good
28.17,2451.0,5.0,"Cookbooks, Food & Wine > Special Diet",True,Visit Amazon's Paul Pitchford Page,Healing with Whole Foods: Asian Traditions & Modern Nutrition by Paul Pitchford 2006 paperback,"Shows some signs of wear, and may have some markings on the inside. 100% Money Back Guarantee.",great book,Five Stars
20.69,1883.0,4.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,JAMES PATTERSON,"Merry Christmas, Alex Cross: (Alex Cross 19)",BOOKS,"Really good book until the ending.  The ending was sort of a let down, could have been a little more exciting.",Pretty exciting
7.94,2340.0,4.0,Business & Money > Industries,True,Visit Amazon's Michael Garvey Page,Running a Restaurant For Dummies,<b>Everything you need for a flawless grand opening</b>,"This book is a great resource for anyone interested in starting a food business. It covers all of the basics thoroughly by someone who has been in the business and knows what talking about. Great starter guide, gives good guidance.",like it
9.99,2785.0,5.0,Parenting & Relationships > Family Relationships,True,Visit Amazon's L. L. Bartlett Page,Room at the Inn (A Jeff Resnick Mystery),Room At The Inn is the third Jeff Resnick Mystery.,"Exciting story --I don't know how much more Jeff Resnick's body can take of the violence  which befalls him, As well as his brother Richard Alpert.  They are resilient men, lucky to have each other, and Brenda.  When each book ends, I can't believe its over!",fast read!
13.95,2401.0,5.0,Books > Children's Books,True,Visit Amazon's Catherine Cooper Page,The Lost Treasure of Annwn: Book 4,"Catherine Cooper was a primary school teacher before deciding to write for children. Catherine's love of history, myths and legends and the Shropshire countryside around where she lives shines through her charming stories. The first book in this series, The Golden Acorn, was the overall winner of the 2010 Brit Writers Awards.","Good book, easy read.",Five Stars
5.16,2409.0,5.0,History > Americas,False,Visit Amazon's Anna Branning Page,Birds and Blooms of the 50 States,"Anna Branning and Mara Murphy are the artists behind letterpress and design studio Dutch Door Press, based in San Francisco.","This book is great! I bought it for my self, however it would make a great gift to someone who is interested in birds. nice pictures and neat fun facts about all the states. would also make a great bathroom book!",This book is great! I bought it for my self
7.99,2481.0,5.0,Literature & Fiction > Action & Adventure,True,Visit Amazon's Patricia Briggs Page,Wolfsbane (Sianim),“Charming and well-written...Aralorn remains complicated and intelligent and it’s delightful to see her in her childhood home with her family.”—<i>RT Book Reviews </i><br><br> “Many enjoyable aspects of the world-building and characters to savour. And a sweet and touching tentative romance.”—Urban Fantasy Book Reviews,I enjoy all of Patricia Briggs books.,Five Stars
12.99,2716.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Francine Rivers Page,As Sure as the Dawn (Mark of the Lion #3),Atretes. German warrior. Revered gladiator. He won his freedom through his fierceness . . . but his life is about to change forever.,"Loved the book, loved the series.  Very good read  I would recommend to others. Very informative.",Five Stars
29.93,2429.0,4.0,"Mystery, Thriller & Suspense > Mystery",False,Visit Amazon's Alex Archer Page,"The Chosen (Rogue Angel, Book 4)",<i>New Mexico</i>,I liked it.  Not as good as the previous books.  Can tell different authors are writing these.  Some more skilled at action than others.,I liked it. Not as good as the previous books
14.16,1829.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's James Patterson Page,Run for Your Life,run for your life,"The usual Patterson can't-put-it-down...the Michael Bennett series is awesome...as good as The Women's Murder Club.  Excitement, suspense and 10 kids!",A page-turner!
16.59,2309.0,5.0,"Cookbooks, Food & Wine > Regional & International",True,Visit Amazon's David Chang Page,Momofuku,"<span class=""h1""><strong>From <i>Momofuku</i>: Ginger Scallion Noodles and Ginger Scallion Sauce</strong></span> <br />",Lots of great recipes and a nice story of his journey.  Some of the ingredients are hard to get unless you have a well stocked Asian restaurant in your area.,Great recipe and storybook
7.95,2515.0,4.0,Children's Books > Education & Reference,True,Visit Amazon's Marcie Aboff Page,If You Were a Suffix (Word Fun),"Part of the Word Fun series of fifteen books on parts of speech and elements of grammar, this edition explains suffixes for early elementary students. In the picture book format, the story defines the many ways a suffix can be used and gives examples of --Children's Literature Comprehensive Database",My students love these books (I teach Kindergarten).,Four Stars
9.95,2834.0,5.0,Science & Math > Biological Sciences,True,Visit Amazon's Oliver Sacks Page,The Island of the Colour-blind,A study of the residents of the South Pacific atoll of Pingelap. This investigates the causes and effects of the high incidence of colour blindness amongst the population.,"Very good, I liked it a lot. Had to read it for one of my classes",Five Stars
14.0,2610.0,5.0,Politics & Social Sciences > Politics & Government,True,Visit Amazon's Al-Anon Family Groups Page,How Al-Anon Works for Families & Friends of Alcoholics,How Al-Anon Works for Families & Friends of Alcoholics,"If you are living with an alcoholic in your life or having trouble dealing with others who drink, this book will help. It is a good guide on bringing your life focus back on yourself and your own happiness. And you do deserve that.",Helpful Guide
16.0,2410.0,5.0,Literature & Fiction > Action & Adventure,False,Visit Amazon's Clive Cussler Page,Arctic Drift (Dirk Pitt Adventure),"<DIV>Clive Cussler is the author of many <i>New York Times</i> bestsellers, most recently <i>The Spy</i> and <i>Lost Empire</i>. He lives in Arizona.<br>",Great reading,Five Stars
11.99,1856.0,5.0,Literature & Fiction > Dramas & Plays,False,Visit Amazon's Arianne Richmonde Page,Shadows of Pearl (The Pearl Series) (Volume 2),"Shadows of Pearl (The Pearl Series) (Volume 2) [Paperback] [Jan 07, 2013] Richmonde, Arianne",O.M.G. I can't believe how that ended. I never saw that coming. I can't wait for the next book to come out..,Great read!
4.98,2091.0,2.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Brad Thor Page,Hidden Order (Thorndike Core),"[Brad Thor] and Harvath are the real deal, and you should accept no substitues. (<i>BookReporter.com</i>) --BookReporter.com","It seems aimless and redundant, before I got to the end, I had lost interest. He has had much better efforts.",sounds very sophoric
16.4,538.0,5.0,Romance > Historical,False,Visit Amazon's Karen Marie Moning Page,Spell of the Highlander,"""This series just keeps getting better! <b>Spell of the Highlander</b> is the seventh of the Highlander books and is every bit as compelling as its predecessors.""freshfiction.com","This book was wonderful, hot and steamy !! My husband was away working when I read this book and I was wishing he was home ! hehehe",Steamy and HOT !!!
26.76,2581.0,4.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's B. A. Shapiro Page,The Art Forger,<DIV>,"Slow at times, especially in the beginning, it's well worth the read.  Alternate histories, while works of fiction are so delicious to read because of the what if factor.  Read this while traveling and it passed the time rather nicely.",Enjoyable read even for an art novice
14.99,2073.0,5.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Jennifer Weiner Page,Then Came You: A Novel,"""Jennifer Weiner's bestselling novels twist humor and topical issues into can't-put-down stories. Her latest follows the lives of four women who explore conflicting notions of family and motherhood."" --""Houston Chronicle""","Great book, very quick read! Loved the different characters and how they all tied together. I Would definitely recommend this book.",Another good one by Jennifer
5.0,2228.0,4.0,Children's Books > Growing Up & Facts of Life,False,Visit Amazon's Suzanne Collins Page,The Hunger Games (Book 1),<b>Praise for <i>The Hunger Games</i></b>,"This continuation of the First Book is a fast and fascinating read.  It was hard to put it down. If you liked Book One, you'll like this too.",A Good Sequel
13.87,2722.0,5.0,Science & Math > Evolution,True,Dr. Jonathan Wells Ph.D.,The Myth of Junk DNA,<DIV>,5stars,Five Stars
10.99,2853.0,5.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Chuck Grossart Page,The Gemini Effect,"<span>Chuck Grossart lives in Bellevue, Nebraska, with his wife, kids, and usually too many dogs.</span>",Scary and all too real premise. A fast read that's hard to put down. Not your typical ending. A cautionary tale for all.,Very relatable and scary
15.55,2808.0,4.0,Romance > Romantic Suspense,True,Visit Amazon's Lisa Jackson Page,If She Only Knew,Novel by Lisa Jackson,Really enjoyed.  Suspenseful and kept me guessing until the end.,Really enjoyed. Suspenseful and kept me guessing until the end
24.99,2675.0,5.0,Science & Math > Biological Sciences,True,Visit Amazon's Amy Stewart Page,Wicked Plants: The Weed That Killed Lincoln's Mother and Other Botanical Atrocities,"""Culling legend and citing science, Stewart's fact-filled, AZ compendium of nature's worst offenders offers practical and tantalizing composite views of toxic, irritating, prickly, and all-around ill-mannered plants."" ---Booklist",fascinating book,Five Stars
13.6,2454.0,5.0,"Cookbooks, Food & Wine > Regional & International",True,The Junior League of Austin,Austin Entertains,"The Junior League of Austin is an organization of women committed to promoting voluntarism, and who strive to strengthen the community in which they live.",Great and easy transaction,Five Stars
12.99,2395.0,5.0,Romance > Paranormal,True,Visit Amazon's Elizabeth Kelly Page,The Recruit: Book Two,"Elizabeth Kelly was born and raised in Ontario, Canada. She moved west as a teenager and now lives in Alberta with her husband and her cat, Murray. She spends most of her time in her office writing and pushing Murray off her computer keyboard. She firmly believes that a human can survive solely on sushi and coffee, and only her husbands mad cooking skills stops her from proving that theory.",Was pretty good liked the read,Not bad
15.99,2526.0,3.0,"Mystery, Thriller & Suspense > Mystery",False,Visit Amazon's Chinle Miller Page,The Ghost Rock Cafe,"Chinle Miller writes from the wildlands of Utah and Colorado, accompanied by a pack of dogs and various ravens. She's the author of various books, including ""Desert Rats: Adventures in America's Outback"" and ""Uranium Daughter.""",A fairly good read. It never seemed to get going for me.  There was little action and trying to find much humor was hard.,A fairly good
12.99,2618.0,2.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Betsy Phillips Page,A City of Ghosts: Stories,"Betsy Phillips lives just outside of Nashville in Whites Creek, TN. She has seen a ghost in her back yard.",I was disappointed in the way it was written. Some stories were nonsensical or not worth mentioning.,Not as Great As Expected
6.95,22.0,5.0,"Children's Books > Arts, Music & Photography",False,Visit Amazon's Mike Venezia Page,Johannes Vermeer (Getting to Know the World's Greatest Artists),Mike Venezia is the author of several nonfiction books for children.,"I like Venezia's little books about famous artists.  I think he does a nice job of introducing the reader to Vermeer, his work, and the circumstances and people who affected his art.",Great introduction
7.95,2675.0,4.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's Diana Gabaldon Page,Drums of Autumn,Like New!!!,"I love this series.  Just finished this book and started on number 5.  I'm a heavy reader, and I've read nothing but these books for months.","Read, read, read"
1.99,2876.0,5.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Oswald Chambers Page,My Utmost for His Highest,"Today's graduates are seeking a real, vital faith - and they'll love Oswald Chambers's classic devotional. It's updated in today's language, with a cool, contemporary cover.",always a blessing!,Five Stars
34.21,2547.0,1.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's David Baldacci Page,Total Control,THIS IS BRAND NEW BOOK.WE PROVIDE 100% CUSTOMER SATISFACTION.,"I've read everyone of David Balance's books, but this one was my least favorite.  It read more like a manual than a mystery novel.",Hard to get through.
31.0,2536.0,5.0,Literature & Fiction > Contemporary,False,Visit Amazon's Francine Rivers Page,redeeming Love,Hardcover,soo good,Five Stars
16.79,2774.0,4.0,Politics & Social Sciences > Politics & Government,True,Visit Amazon's Ann Coulter Page,"Adios, America","""Provided the intellectual underpinnings of what has become Trump's most popular campaign riff.""<br />-- <i>Miami Herald</i>","Informational, not a flowing novel.",Four Stars
1.99,811.0,5.0,Christian Books & Bibles > Worship & Devotion,True,Visit Amazon's Trevor Hudson Page,The Serenity Prayer,"Trevor Hudson is a Methodist minister, pastoral therapist, and retreat leader in South Africa. He is the author of several books and travels widely to conduct conferences, workshops, and retreats.",Hudson's writings are life changing and work well in multiple settings whether you read his work for personal growth or incorporate it into the classroom or pulpit,Inspirational-Love this author
5.98,2828.0,3.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Heather Manning Page,Swept to Sea,"Heather Manning is a young lady who loves to readand write. She has won multiple competitions for her writing with Nextgen Writers and placed first in some writing contests with the Go Teen Writers blog and is a proud member of ACFW. She lives in Kansas City, Missouri where she attends high school, acts in community theatre, eats donuts, and reads every Inspirational Historical Romance she can get her hands on.",Fiction romance,Three Stars
14.9,738.0,5.0,Christian Books & Bibles > Christian Living,False,Visit Amazon's Josh Hamilton Page,Beyond Belief: Finding the Strength to Come Back,Josh Hamilton is currently the 27-year-old Center Fielder for the Texas Rangers. In the offseason he lives in North Carolina with his wife Katie and their two daughters.,Very uplifting story of strength and will. Josh has such a feel good story. Let's hope he stays true to the Lord and resists his demons.,Resist the devil and he will free from you
28.98,1669.0,4.0,Literature & Fiction > Contemporary,True,Visit Amazon's Deborah Moggach Page,These Foolish Things,These Foolish Things,"I read this book because the trailer for the movie looked funny.  The book wasn't as funny as I anticipated, but an entertaining book nontheless. Because it was a Character driven read, I finished it in two days. It was a great break from my normal romance, thriller books.",Great Read
6.99,2308.0,5.0,Children's Books > Growing Up & Facts of Life,True,Visit Amazon's Franklin W. Dixon Page,Peril at Granite Peak (Hardy Boys Adventures),Franklin W. Dixon is the author of the ever-popular Hardy Boys books.,This is one of the few series that my eight year old HAS to buy as soon as a new book comes out.  His ten year old sister also enjoys them!,great book!
48.28,2060.0,2.0,Sports & Outdoors > Hunting & Fishing,True,A. K. Best (Introduction) Marty Bartholomew,Flyfisher's Guide to Colorado,"Book by Marty Bartholomew, A. K. Best (Introduction)","This was an expensive book and is not worth the cost. There are may other guides with better maps and more information than this one. Look for them. The Fothergill & Sterling book, if you can find it, is far better.",Not so great
29.99,2705.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Mark Tufo Page,Zombie Fallout 2: A Plague Upon Your Family,"""Mark Tufo has written the first zombie series that kept me up reading all night."" ---John Ramsey Miller, author of The Last Family","I love this guy! Got the first book free, and can't stop reading !  Have already bought book 3. Am truly enjoying this series. If you like zombies you should enjoy these books.",Love this author!
14.75,2368.0,5.0,"Computers & Technology > Mobile Phones, Tablets & E-Readers",True,Visit Amazon's Steve Weber Page,"Kindle Fire Owner's Manual: The ultimate Kindle Fire guide to getting started, advanced user tips, and finding unlimited free books, videos and apps on Amazon and beyond",,You can learn a lot with these books.  It will give all the instructions and you will learn a lot from them.,A Manual is a must have thing to get.
16.98,2566.0,5.0,Religion & Spirituality > Worship & Devotion,True,Ellen Gould Harmon White,Ye Shall Receive Power: A Daily Devotional,White was a founder of the Seventh-day Adventist Church.,Most Powerful Spiritual Food,Inspired by God
14.09,2325.0,4.0,Sports & Outdoors > Golf,True,Visit Amazon's Mark Frost Page,The Match,Match,A good book for golf lovers and history buffs of the game. An interesting and easy read for the golfers in all of us.,Golf Lovers
9.95,1891.0,4.0,Engineering & Transportation > Engineering,True,Heinz J. Nowarra,Heinkel He 162: (Schiffer Military History),The jet powered Volksjger actually saw combat during the late war months.,A good and concise overview of a really neat little jet. Worth the price even though there is more expensive bigger books on the subject.,Worth the price.
7.2,2530.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Sandra Brown Page,Eloquent Silence,"Sandra Brown is the author of seventy <em>New York Times</em> bestsellers. There are over eighty million copies of her books in print worldwide, and her work has been translated into thirty-four languages. She lives in Texas. For more information you can visit www.SandraBrown.net.",Great read as all of her books.,Sandra Brown Fan
10.87,2522.0,5.0,Literature & Fiction > Poetry,True,Visit Amazon's Mary Oliver Page,Blue Horses: Poems,<u><b><i>The New York Journal of Books</i>:</b></u><br>“A lyric collection to be treasured.”,Wonderful book....Fast delivery...Thank you so much,Five Stars
19.6,2776.0,3.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Paul Clayton Page,WHITE SEED: The Untold Story of the Lost Colony of Roanoke,"<span>White Seed... hews closely to...Raleigh's second doomed attempt to plant the British flag in Virginia...</span><span>Readers will find this saga, which... achieves page-turner velocity, to bea dandy diversion and an entertaining education. </span><br /> --Publishers Weekly",Took me a while to plod through it,Three Stars
20.4,2875.0,3.0,Literature & Fiction > History & Criticism,True,Visit Amazon's Charles Dickens Page,Oliver Twist (Penguin Clothbound Classics),"""The power of [Dickens] is so amazing, that the reader at once becomes his captive, and must follow him whithersoever he leads.""<br>--William Makepeace Thackeray","Alright read..
Amazon did a good job delivering it! :)",Amazon did a good job delivering it
5.29,1235.0,5.0,Literature & Fiction > Genre Fiction,False,Visit Amazon's James Clavell Page,Shogun,Story of Japan in the 19th Century in Two Volumes,"This is simply one of those books that takes you far away for a long period of time until your current life and the world created by the author of this book blend into each other leaving you changed in ways you can't, at this moment, begin to imagine.",Prepare to lose yourself in another world
4.1,2152.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Robert Liparulo Page,The Judgment Stone (Immortal Files),"Robert Liparulo has received rave reviews for both his adult novels (Comes a Horseman, Germ, Deadfall, and Deadlock) and the bestselling Dreamhouse Kings series for young adults. He lives in Colorado with his wife and their four children.",I loved it and by the end I'm just itching to get my hands on the next book in the series,can't wait for the next one
13.15,1156.0,5.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Paolo Bacigalupi Page,The Windup Girl,Windup Girl,"Great story. Very engrossing. Bacigalupi creates a rich world in which the characters riff off each other resulting in a cresendo ending.

Lots of twists and turns in the story. Not predictable at all.",Great story
5.49,2626.0,5.0,Books > Religion & Spirituality,True,Pierre Teilhard De Chardin,Future of Man,"Translated from the French by Norman Denny.Hardback, ex-library, with usual stamps and markings, in good all round condition.",A,Five Stars
3.99,306.0,5.0,Children's Books > Education & Reference,True,Visit Amazon's Mercer Mayer Page,When I Grow Up (Little Critter) (Look-Look),"Little Critter's sister dreams about all the wonderful things she's going to do when she grows up. She imagines being a great ballet dancer, a world-famous doctor, a race-car driver, and more!",My little two year old granddaughter loves the Mercer Meyer books.  This one is great fun with the little girl critter.,grandma
16.47,1235.0,5.0,Business & Money > Industries,True,Visit Amazon's Frederick Fried Page,Pictorial History of the Carousel,This lavishly illustrated volume explores the history of the carousel from its evolution.,This is THE book for anyone researching carousel history. The nuts and bolts of the origins of the American carousel are here as well as a look at the 19th and 20th centuries' Golden Era. I consider it a bible in this field and well worth owning.,Fredrick Fried
7.75,2120.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Susan Aylworth Page,Ride the Rainbow Home (Avalon Career Romance),"Book by Aylworth, Susan","A love story about a young couple, a small town and what happens when they return to a small town where they attended high school.  I loved it!",Ride the rainbow
7.89,1790.0,5.0,Children's Books > Education & Reference,True,Kumon Pub. North America Ltd,Word Problems Grade 6 (Kumon Math Workbooks),<br /><br /><b>Book Details:</b>,I purchased this workbook for my 8 year old daughter . She has been anxious at school doing math  word problems. This book gave her practice in s concrete fashion.,Great practice for my 3rd grader!
9.59,2414.0,3.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Jason Matthews Page,Red Sparrow: A Novel,"""All the tradecraft and cat-and-mouse tension ofa classic spy thriller-- a terrific read.""",weak ending.,Three Stars
6.99,2697.0,5.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Catherine Marshall Page,Adventures in Prayer: How to Reach for God's Helping Hand,ADVENTURES IN PRAYER is a great gift for the Christian whose life has become too complicated.<br />Lorelei Andrysick<br />Ballantine Advertising,wonderful,Five Stars
10.28,2549.0,3.0,Literature & Fiction > Genre Fiction,True,Wim Coleman,Mayan Interface,"<span><span>When we started working on <i>Mayan Interface,</i> we visited the Mexican Yucatan Peninsula, talked with people there, and took lots of pictures. (We also read every authoritative book we could get our hands on and attended a workshop on glyphs.) This is a story about adventure and transformation--definitely <b>not</b> the end of the world!</span></span>",good story,Three Stars
8.96,1289.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Traci DePree Page,A State of Grace (Mystery and the Minister's Wife Series #2),"Book by DePree, Traci",I found this book to be very refreshing. I like mysteries with a Christian emphasis. The book continued the trials and triumphs of a minister and his wife in a small town setting. The characters were very realistic and believable. I appreciate clean books like this one.,A Stage of Grace
12.5,2752.0,5.0,Literature & Fiction > Contemporary,True,Visit Amazon's River Savage Page,Incandescent (Knights Rebels),"""[I]f your looking for a Sexy, Sassy Romance story, listen to this one."" ---Books, Chocolate & Lipgloss Audio Book Blog",I LOVED this book!!!  I'm not usually a big fan of MC books but this one does not have a whole bunch of rough dangerous stuff in it.  Love Nix lots!!!  Now for the next book...Sy!!!  :),I LOVED this book
16.99,2683.0,4.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Sid Roth Page,Truth Seekers: Ten Amazing People Who Found It!,<div>,It generally deals with people who were into New Age  and or Occult lifestyles who were saved from it by Christ.,Seek and you shall find ...
21.23,2608.0,5.0,Politics & Social Sciences > Politics & Government,True,Visit Amazon's Ted Galen Carpenter Page,The Fire Next Door: Mexico's Drug Violence and the Danger to America,<span><span><span>Ted Galen Carpenter is senior fellow for defense and foreign policy studies at the Cato Institute. He is the author or editor of 18 books on international affairs.</span></span></span>,Great company to deal with! Product is as advertised! Shipped item next day! Highly recommend!,Five Stars
5.98,608.0,5.0,Science Fiction & Fantasy > Fantasy,False,Visit Amazon's J. R. R. Tolkien Page,Hobbit,"The enchanting prelude to ""The Lord of the Rings""","I knew Tolkein when I was an undergradute at New College -
He was a delightful - self effacing scholar - sense of humour like a hobbit
- having had first read this masterpiece when about 9 yrs of age -
enduring great book -
infinitely more intelligent and enriching of a young mind than the Potter saga",Great book
13.99,2496.0,5.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Joyce Meyer Page,Do Yourself a Favor...Forgive: Learn How to Take Control of Your Life Through Forgiveness,"Joyce Meyer is one of the world's leading practical Bible teachers, with her TV and radio broadcast, <em>Enjoying Everyday Life</em>, airing on nearly 450 television networks and 400 radio stations worldwide.",Oh how hard it is to forgive...but how absolutely necessary to go on with our lives.,Five Stars
13.99,1783.0,5.0,Literature & Fiction > Erotica,True,Visit Amazon's Katie Ashley Page,the proposition,"Katie Ashley is a pseudonym for Krista Ashe, the New York Times bestselling author of The Proposal, The Proposition, and Nets and Lies, along with several young adult titles.",Very good read. Hate that I have to wait till March 2013 to see what happens next though. Would recommend though.,Worth the read
14.55,2509.0,4.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",False,Catherine Coulter,The Lost Key (A Brit in the FBI),Praise forThe Lost Key,Love her FBI series,Four Stars
13.99,2561.0,4.0,Science Fiction & Fantasy > Science Fiction,False,Visit Amazon's Vaughn Heppner Page,The Lost Starship,"Used but in like new condition. No bent pages, writing, or marks.",Enjoyed the story but it seemed to jump around a bit.  I thought the ending left something out but I believe the author is planning another book.,Its OK and I enjoyed it.
9.47,1785.0,5.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Samantha Young Page,On Dublin Street (On Dublin Street Series),This is a really sexy book and I loved the heroines journey to find herself and grow strong. Highly recommend this one.<i>USA Todays Happily Ever After Blog</i>,Read it in a day and was happy with the book. Characters were realistic and made me wonder if this could happen in real life.?,Very Interesting
6.5,2548.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Patricia Cornwell Page,Dust,"“When it comes to the forensic sciences, nobody can touch Cornwell.”<br><br>—<i>The New York Times Book Review</i>",Excellent,Five Stars
8.89,1647.0,3.0,"Cookbooks, Food & Wine > Beverages & Wine",True,National Museum Of Forest Service History,Camp Cooking: 100 Years,Acknowledgments Foreword Dutch Oven Basics Breakfast Breads Vegetables Side Dishes Main Dishes Desserts Index,The book is OK not one I would  rec-amend to any one.. I have read better ones on camp cooking in the last 100 years..,camp cooking
24.6,1992.0,2.0,Romance > Contemporary,True,Visit Amazon's Catherine Coulter Page,Aftershocks (Contemporary Romance),<b>Timing is everything. . .</b>,"This was one of C Coulter's earlier books and did not reflect the excellent writing style of the later editions.  It was, however, still a good read.","""Aftershocks"" -- my opinion"
